,host_id,host_name,host_response_time,host_response_rate,host_acceptance_rate,host_total_listings_count
26988,11547240,Rachel,within a few hours,100%,86%,1.0
26989,497308369,Habel,within an hour,98%,99%,9.0
26990,59362008,Legacy,within an hour,100%,93%,3.0
26991,5174669,Simon,within a few hours,100%,59%,7.0
26992,4767064,Navid,within an hour,100%,96%,2.0
26993,20957731,Alex,within an hour,100%,99%,1.0
26994,88820979,Christopher,within an hour,100%,100%,2.0
26995,239226595,Wonnie,within a few hours,85%,88%,86.0
26996,18530088,Amalya,within an hour,100%,71%,79.0
26997,4280278,Sara,within an hour,100%,96%,10.0
26998,162330741,Isaac,within an hour,100%,100%,2.0
26999,220073363,Natalya,within an hour,100%,98%,13.0
27000,18672147,Lauren & Andre,within an hour,100%,98%,3.0
27001,16256186,Shelley,within an hour,100%,98%,1.0
27002,492952190,Tina,within an hour,100%,99%,2.0
27003,76224255,Marvin,within an hour,100%,98%,2.0
27004,155976177,Regina,within an hour,100%,99%,2.0
27005,134705983,Nelly,,,,3.0
27006,428171,H.,within an hour,100%,88%,3.0
27007,45810028,Miguel,within an hour,100%,100%,2.0
27008,457159436,Marya,within a few hours,100%,100%,1.0
27009,323188747,Laura,within an hour,100%,100%,7.0
27010,168754141,Luhanda,within an hour,100%,100%,5.0
27011,107434423,Blueground,within an hour,100%,97%,5803.0
27012,88208866,Anthony,within an hour,100%,100%,9.0
27013,253766997,Cloud,within a day,50%,100%,25.0
27014,485134033,Michelle,within an hour,100%,100%,56.0
27015,305480073,Abbas,,,,9.0
27016,995510,Gabrielle,within an hour,100%,91%,19.0
27017,40095109,Dana,within an hour,100%,100%,9.0
27018,272488283,朝蓉,within an hour,100%,67%,10.0
27019,10663495,Betsy,within an hour,100%,94%,2.0
27020,12102385,Eliza And Justin,within an hour,100%,100%,107.0
27021,323188747,Laura,within an hour,100%,100%,7.0
27022,9166369,Carrie,within a day,100%,100%,1.0
27023,39628759,Gerald,within a few hours,100%,94%,2.0
27024,64256897,Rina,within an hour,100%,100%,3.0
27025,71567070,Spiro,within an hour,100%,100%,1.0
27026,1317513,Arun,,,80%,2.0
27027,239226595,Wonnie,within a few hours,85%,88%,86.0
27028,239892450,Brenda,within an hour,100%,80%,1.0
27029,11266891,Corey,within a day,100%,,1.0
27030,49647017,Angela,within an hour,100%,98%,4.0
27031,194995229,James,within a day,100%,0%,14.0
27032,26380960,Jessica,,,100%,2.0
27033,124356150,Andrew,within an hour,100%,90%,2.0
27034,383281375,Shelly,a few days or more,4%,100%,1763.0
27035,72273206,Mike,within an hour,100%,98%,6.0
27036,230254023,Irene,within an hour,90%,96%,1.0
27037,371503405,Tina,within an hour,82%,75%,13.0
27038,107434423,Blueground,within an hour,100%,97%,5803.0
27039,107434423,Blueground,within an hour,100%,97%,5803.0
27040,128163728,B.,within an hour,100%,98%,3.0
27041,185224377,Natalia,within an hour,80%,94%,44.0
27042,137017149,Miriam,within an hour,100%,96%,4.0
27043,6707112,Aleksandra,within a few hours,90%,68%,9.0
27044,426765066,Peggy,,,100%,3.0
27045,97692341,Kathleen,within an hour,100%,99%,1.0
27046,516918697,Tina,within an hour,100%,100%,1.0
27047,107434423,Blueground,within an hour,100%,97%,5803.0
27048,159494763,Mama,within an hour,100%,95%,35.0
27049,394147865,Kincaid,within an hour,100%,98%,6.0
27050,390414536,Paulo,a few days or more,44%,47%,99.0
27051,71770695,Robert,within an hour,100%,100%,1.0
27052,22592849,Erik,within a few hours,100%,100%,2.0
27053,143567965,Sherry,within an hour,100%,100%,22.0
27054,101537031,The Line Collection,within an hour,97%,85%,260.0
27055,40319922,Robert M.,within an hour,100%,100%,11.0
27056,323799830,Bill,within an hour,100%,99%,6.0
27057,61858545,Justin,within a few hours,100%,48%,15.0
27058,224682635,Toby And Rosa,within an hour,100%,100%,2.0
27059,101537031,The Line Collection,within an hour,97%,85%,260.0
27060,20670114,Sarah,within an hour,100%,96%,129.0
27061,265030081,Lynda,within an hour,100%,93%,1.0
27062,25230639,Mabel,,,100%,1.0
27063,27317902,Nhi,within an hour,100%,100%,2.0
27064,174816614,Allan,within an hour,100%,100%,1.0
27065,13302491,Liana,within an hour,100%,98%,6.0
27066,40250699,Elissa,within an hour,100%,96%,7.0
27067,2236390,Jill,,,,1.0
27068,70998479,Rob & Barri,within an hour,100%,96%,1.0
27069,217535637,Nick,within a day,50%,,3.0
27070,140994466,Lin,within an hour,100%,100%,4.0
27071,365308312,Ilya,within an hour,100%,100%,4.0
27072,1010613,Gloria,within a few hours,100%,83%,4.0
27073,33249323,Julia & Joe,within a few hours,100%,79%,86.0
27074,73109689,Aida,within an hour,100%,100%,3.0
27075,202137470,Angela,within an hour,100%,100%,4.0
27076,5990076,Jane,within an hour,100%,99%,3.0
27077,14452391,Nidia & Andres,within an hour,100%,100%,3.0
27078,12630342,Sandee,within a few hours,100%,33%,24.0
27079,157775895,Laura,within an hour,100%,100%,1.0
27080,23715470,Chip,within an hour,100%,100%,1.0
27081,28204618,Rosemary,within an hour,100%,94%,4.0
27082,510528133,Edith,within an hour,100%,,3.0
27083,101905057,William,within an hour,100%,98%,8.0
27084,22159815,Cathy,,,100%,1.0
27085,466578599,Gabriela,within an hour,100%,97%,62.0
27086,266470657,Nahid,within an hour,100%,92%,18.0
27087,498407406,Michael,within an hour,100%,82%,3.0
27088,359102869,Tamar,within an hour,100%,100%,1.0
27089,66206065,Angelica,within an hour,100%,95%,7.0
27090,1497543,Gramercy,within an hour,100%,99%,23.0
27091,358714855,Cree,within an hour,100%,100%,1.0
27092,72919094,Wendy,within an hour,100%,100%,2.0
27093,384755977,Kyusan,within an hour,100%,100%,10.0
27094,891818,Nicole,within an hour,100%,99%,200.0
27095,253481928,James,within an hour,100%,100%,1.0
27096,76820039,Steve,within a day,100%,100%,1.0
27097,81991879,Joshua,,,,1.0
27098,302635448,Edward,within an hour,100%,99%,2.0
27099,13046293,Tomer,within an hour,100%,99%,8.0
27100,230057655,Sasan,a few days or more,0%,0%,6.0
27101,4896901,Christina,within a day,100%,100%,1.0
27102,4434583,Fitzjoy,within an hour,100%,98%,4.0
27103,209743834,Sukho,,,98%,39.0
27104,63827011,Keith,within an hour,100%,100%,12.0
27105,21458609,At-Homeness Vacation Rentals,within an hour,100%,98%,93.0
27106,485134033,Michelle,within an hour,100%,100%,56.0
27107,16020906,Jessica,within an hour,100%,50%,1.0
27108,3102869,Dee,within an hour,100%,100%,24.0
27109,45225273,Dream,within an hour,100%,100%,19.0
27110,34399331,Sara,within an hour,94%,65%,4.0
27111,261384930,Grace Li,within an hour,90%,100%,9.0
27112,119680032,Yuko,within a few hours,100%,46%,2.0
27113,474761537,Wenseng,within a day,90%,65%,26.0
27114,409182550,Enclave,within an hour,100%,100%,5.0
27115,11912630,Ti And Rich,within a few hours,100%,93%,5.0
27116,377886439,Cubier,within an hour,100%,87%,9.0
27117,16925271,Alex,within an hour,100%,100%,1.0
27118,24641596,Fawaz,within an hour,100%,100%,11.0
27119,435374440,Brianna,within an hour,100%,100%,3.0
27120,39981211,Rochelle,within an hour,100%,99%,3.0
27121,49464252,Sonia,within an hour,100%,100%,2.0
27122,70988,Giuditta,within an hour,100%,100%,2.0
27123,114522156,Jess Mona,within an hour,80%,93%,9.0
27124,430531519,Bora,,,,1.0
27125,69546,Lisa,within a few hours,100%,52%,5.0
27126,527527053,Gilda,within a day,100%,25%,2.0
27127,15820708,Arlene,within a few hours,100%,84%,3.0
27128,9507500,We Are Lisa & Mia,within an hour,100%,100%,3.0
27129,67469870,Hotel Mariposa,within an hour,100%,99%,13.0
27130,209743834,Sukho,,,98%,39.0
27131,8840681,Kevin,within an hour,100%,100%,3.0
27132,509915863,Vacasa,within an hour,100%,98%,683.0
27133,135322723,Aplavya,within a day,50%,,1.0
27134,533548076,Brian,within an hour,100%,100%,1.0
27135,39200041,Ken,within an hour,100%,80%,4.0
27136,122598987,Ian,within an hour,100%,97%,8.0
27137,107434423,Blueground,within an hour,100%,97%,5803.0
27138,50773015,Paula,within an hour,100%,100%,5.0
27139,17730310,Chanita,,,,3.0
27140,21458609,At-Homeness Vacation Rentals,within an hour,100%,98%,93.0
27141,124088091,Ron,within a few hours,75%,50%,2.0
27142,217924040,Elizabeth,within an hour,100%,100%,10.0
27143,107434423,Blueground,within an hour,100%,97%,5803.0
27144,405164647,Maria,a few days or more,46%,15%,2.0
27145,81687783,Jason,within a few hours,90%,93%,25.0
27146,383281375,Shelly,a few days or more,4%,100%,1763.0
27147,214647962,Dumas Estates Hollywood,,,,7.0
27148,280839309,Tony,within an hour,98%,92%,9.0
27149,121374024,Abby,,,,1.0
27150,108174907,Patrick,within an hour,100%,73%,1.0
27151,45114795,Paul & Kate,within an hour,100%,100%,15.0
27152,327173197,Constance,within an hour,100%,100%,2.0
27153,383281375,Shelly,a few days or more,4%,100%,1763.0
27154,383281375,Shelly,a few days or more,4%,100%,1763.0
27155,383281375,Shelly,a few days or more,4%,100%,1763.0
27156,25442367,Peter,within an hour,100%,,2.0
27157,49671596,Jessica,,,100%,1.0
27158,48005494,Zeus,within a few hours,100%,97%,2005.0
27159,383281375,Shelly,a few days or more,4%,100%,1763.0
27160,383281375,Shelly,a few days or more,4%,100%,1763.0
27161,5724886,Cynthia,within an hour,100%,100%,2.0
27162,383281375,Shelly,a few days or more,4%,100%,1763.0
27163,383281375,Shelly,a few days or more,4%,100%,1763.0
27164,6117946,William,,,,4.0
27165,81017529,Vanessa,a few days or more,33%,0%,1.0
27166,348215599,Tsn,within an hour,100%,100%,1.0
27167,4026214,Kerri,within a few hours,100%,85%,3.0
27168,383281375,Shelly,a few days or more,4%,100%,1763.0
27169,71405910,Laurence,within a few hours,80%,100%,12.0
27170,74722705,Star,within an hour,100%,50%,9.0
27171,239145592,Linh,within an hour,100%,100%,43.0
27172,101642970,Josh,within an hour,100%,62%,54.0
27173,5695120,Josie,within an hour,100%,95%,2.0
27174,10832832,Katy,within an hour,100%,96%,131.0
27175,123368964,Micheal,,,,10.0
27176,6790833,Joe,within an hour,100%,100%,20.0
27177,46713780,Shawn,within an hour,100%,100%,7.0
27178,11351063,Aaron,within a few hours,100%,69%,54.0
27179,17982590,Mike,within an hour,100%,98%,3.0
27180,504528690,Rahim,within an hour,100%,95%,45.0
27181,4235108,Ofir,within an hour,100%,99%,56.0
27182,45546172,Derek,within an hour,100%,96%,4.0
27183,449432131,Alex,within an hour,98%,100%,5.0
27184,7581988,Sofia,,,100%,1.0
27185,194995229,James,within a day,100%,0%,14.0
27186,170272076,Elvina,within a few hours,100%,50%,8.0
27187,32928235,Debbie,within an hour,100%,83%,9.0
27188,91353945,Jim,within an hour,100%,100%,6.0
27189,376710776,Catarina,,,,1.0
27190,22386317,Irene,within an hour,100%,89%,13.0
27191,151950457,Edward,within an hour,100%,100%,4.0
27192,147084762,Trey,within an hour,100%,100%,1.0
27193,471932172,Chloe,,,100%,1.0
27194,241881,Grace,within a few hours,100%,100%,2.0
27195,101537031,The Line Collection,within an hour,97%,85%,260.0
27196,140994466,Lin,within an hour,100%,100%,4.0
27197,383281375,Shelly,a few days or more,4%,100%,1763.0
27198,89915837,Marcus,within a day,80%,100%,3.0
27199,48005494,Zeus,within a few hours,100%,97%,2005.0
27200,267477280,Daniel,,,,1.0
27201,394595212,Jesse,a few days or more,0%,,4.0
27202,250089251,Jaana,,,,1.0
27203,107434423,Blueground,within an hour,100%,97%,5803.0
27204,35720777,Billy,within an hour,94%,99%,11.0
27205,159390555,Chantie,within an hour,90%,100%,8.0
27206,65270143,John,within an hour,100%,100%,3.0
27207,395496087,Frankie,a few days or more,20%,20%,1.0
27208,93064304,L. J.,within a few hours,68%,58%,1.0
27209,90069451,Kevin,a few days or more,25%,0%,4.0
27210,504528690,Rahim,within an hour,100%,95%,45.0
27211,13227145,Madeline,within a day,50%,0%,2.0
27212,323188747,Laura,within an hour,100%,100%,7.0
27213,131564228,Arpege,within a few hours,100%,71%,2.0
27214,2806696,Dom,within an hour,100%,0%,4.0
27215,27017039,Rafael,within an hour,100%,100%,4.0
27216,107434423,Blueground,within an hour,100%,97%,5803.0
27217,40319922,Robert M.,within an hour,100%,100%,11.0
27218,1458653,Lauren,within a day,66%,69%,56.0
27219,107434423,Blueground,within an hour,100%,97%,5803.0
27220,891818,Nicole,within an hour,100%,99%,200.0
27221,47046363,Peter,within an hour,99%,100%,33.0
27222,348907064,Alys,within an hour,100%,100%,1.0
27223,107434423,Blueground,within an hour,100%,97%,5803.0
27224,200477568,M,within a few hours,90%,89%,8.0
27225,261384930,Grace Li,within an hour,90%,100%,9.0
27226,233874164,Nakia&,within an hour,100%,100%,98.0
27227,233874164,Nakia&,within an hour,100%,100%,98.0
27228,383281375,Shelly,a few days or more,4%,100%,1763.0
27229,405188570,Kim,within an hour,100%,100%,3.0
27230,3007728,Jason,within an hour,100%,99%,86.0
27231,233874164,Nakia&,within an hour,100%,100%,98.0
27232,233874164,Nakia&,within an hour,100%,100%,98.0
27233,233874164,Nakia&,within an hour,100%,100%,98.0
27234,149016055,Chriss,within an hour,100%,98%,4.0
27235,88500109,Karthik,within an hour,100%,90%,2.0
27236,140062954,Edward,within an hour,100%,99%,4.0
27237,484275628,Jesse,within an hour,100%,100%,4.0
27238,262429246,Cubier,within an hour,100%,98%,129.0
27239,9843837,Michael,,,,5.0
27240,107434423,Blueground,within an hour,100%,97%,5803.0
27241,64651828,Mohamed,,,0%,1.0
27242,4667186,Natalie,within a day,100%,72%,6.0
27243,35156215,Andrew,within an hour,100%,100%,1.0
27244,313394379,Craig,within an hour,100%,100%,1.0
27245,10831877,Stephen,,,,1.0
27246,140062954,Edward,within an hour,100%,99%,4.0
27247,111130152,Yan,within an hour,100%,87%,58.0
27248,233874164,Nakia&,within an hour,100%,100%,98.0
27249,29078317,Jackeline,within an hour,100%,93%,23.0
27250,278311786,Al,,,,1.0
27251,233874164,Nakia&,within an hour,100%,100%,98.0
27252,112952162,Adel,within an hour,100%,99%,82.0
27253,475060587,Singer,within an hour,100%,100%,13.0
27254,233874164,Nakia&,within an hour,100%,100%,98.0
27255,170272076,Elvina,within a few hours,100%,50%,8.0
27256,66980867,Young,within an hour,100%,79%,15.0
27257,448596158,Robert,within a few hours,90%,75%,1.0
27258,123368964,Micheal,,,,10.0
27259,455422254,OneTwo Mgmt,,,50%,2.0
27260,118262470,Living The Dream,within an hour,98%,98%,23.0
27261,74498264,Gabrielle,within a day,100%,50%,1.0
27262,19544751,Ori,within an hour,100%,60%,6.0
27263,303918681,Joseph,within an hour,100%,97%,2.0
27264,372606625,Jihan,within an hour,100%,100%,1.0
27265,129935136,Jonathan,within an hour,100%,93%,1.0
27266,2820061,Colleen,within an hour,100%,95%,2.0
27267,383281375,Shelly,a few days or more,4%,100%,1763.0
27268,2720460,Jamie,within an hour,100%,99%,4.0
27269,297980764,Boutique Rentals,within an hour,100%,100%,13.0
27270,104613882,Ron,within an hour,100%,93%,1.0
27271,126824075,Month2month,within an hour,100%,79%,233.0
27272,233874164,Nakia&,within an hour,100%,100%,98.0
27273,21304470,Stacey,within an hour,100%,67%,4.0
27274,480307312,Valentine,within a few hours,100%,100%,1.0
27275,107463957,Vive,,,0%,2.0
27276,1458653,Lauren,within a day,66%,69%,56.0
27277,383281375,Shelly,a few days or more,4%,100%,1763.0
27278,58586167,Josielle,within an hour,86%,100%,1.0
27279,101537031,The Line Collection,within an hour,97%,85%,260.0
27280,49098106,Melanie,within an hour,90%,99%,4.0
27281,995510,Gabrielle,within an hour,100%,91%,19.0
27282,3989371,Shlomo,within a few hours,91%,54%,18.0
27283,25269413,Renee,within an hour,100%,100%,4.0
27284,107434423,Blueground,within an hour,100%,97%,5803.0
27285,79146654,Ping,within an hour,100%,94%,5.0
27286,162569951,Ty,within an hour,100%,98%,5.0
27287,383281375,Shelly,a few days or more,4%,100%,1763.0
27288,383281375,Shelly,a few days or more,4%,100%,1763.0
27289,423563133,AbundantLiving,within an hour,100%,99%,9.0
27290,111130152,Yan,within an hour,100%,87%,58.0
27291,88500109,Karthik,within an hour,100%,90%,2.0
27292,361116009,Alejandra & Arnulfo,within an hour,100%,100%,7.0
27293,216254550,Alexis,within an hour,100%,,1.0
27294,59445919,Alison,within an hour,100%,79%,4.0
27295,219959673,Jerry,within an hour,100%,100%,1.0
27296,500365120,Tarek,within a day,71%,59%,11.0
27297,383281375,Shelly,a few days or more,4%,100%,1763.0
27298,383281375,Shelly,a few days or more,4%,100%,1763.0
27299,383281375,Shelly,a few days or more,4%,100%,1763.0
27300,219133272,Jayson,,,90%,2.0
27301,383281375,Shelly,a few days or more,4%,100%,1763.0
27302,383281375,Shelly,a few days or more,4%,100%,1763.0
27303,396367403,Salvador & Annie,within an hour,100%,100%,34.0
27304,378859287,Cindy,within an hour,99%,98%,33.0
27305,12102385,Eliza And Justin,within an hour,100%,100%,107.0
27306,231198136,Miles,,,,1.0
27307,341541792,Donna,within an hour,100%,95%,3.0
27308,17172621,Jeremith,within an hour,100%,100%,5.0
27309,266470657,Nahid,within an hour,100%,92%,18.0
27310,21529650,Dotan,within an hour,100%,100%,2.0
27311,472204515,Sitaara,within an hour,86%,99%,50.0
27312,377886439,Cubier,within an hour,100%,87%,9.0
27313,383281375,Shelly,a few days or more,4%,100%,1763.0
27314,16220392,Becky,within an hour,100%,87%,5.0
27315,20932299,Cindy,,,,14.0
27316,461023504,Fengqiong,within an hour,100%,100%,6.0
27317,383281375,Shelly,a few days or more,4%,100%,1763.0
27318,107434423,Blueground,within an hour,100%,97%,5803.0
27319,263524662,Lance,within an hour,100%,78%,201.0
27320,58761122,Angel,within an hour,100%,100%,5.0
27321,233874164,Nakia&,within an hour,100%,100%,98.0
27322,107434423,Blueground,within an hour,100%,97%,5803.0
27323,439476780,Jean,,,100%,3.0
27324,305812565,Donald,within an hour,100%,94%,4.0
27325,181132854,Matan,within an hour,93%,60%,92.0
27326,88589032,Moziko,within an hour,100%,97%,24.0
27327,33694089,Mercedes,within an hour,100%,94%,51.0
27328,134714418,Marina,within an hour,100%,93%,3.0
27329,222634372,Erik,,,,4.0
27330,260234735,Ishmael,,,100%,1.0
27331,30120272,Kari,within an hour,100%,96%,3.0
27332,25551648,Vacation Inn LA,within an hour,100%,97%,260.0
27333,49957375,Serge,within an hour,99%,75%,50.0
27334,10365484,Ned,within an hour,100%,0%,4.0
27335,459458621,Nafis,within an hour,100%,83%,1.0
27336,483152021,Michelle,,,,2.0
27337,10836210,Angela,within a few hours,100%,0%,1.0
27338,570876,Rachel & Rune,within an hour,100%,100%,3.0
27339,1757749,Manouch,within an hour,92%,93%,26.0
27340,17739626,Cheryl,within an hour,100%,78%,37.0
27341,54896425,Dalia,within an hour,100%,99%,7.0
27342,501242356,Jason,within an hour,100%,100%,1.0
27343,409454259,Thuany,within a day,70%,42%,4.0
27344,178459763,Ada,within a few hours,100%,91%,2.0
27345,107434423,Blueground,within an hour,100%,97%,5803.0
27346,352322540,Edwin,within a few hours,100%,100%,1.0
27347,179838046,Javier A,within a day,100%,93%,8.0
27348,425201963,Haley,within a day,90%,43%,2.0
27349,1273446,Mebane,,,,2.0
27350,47352810,Liz And Alfonso,within an hour,100%,97%,2.0
27351,201639788,Lisa,within an hour,100%,0%,3.0
27352,498785630,Yali,within an hour,100%,67%,1.0
27353,183748799,Amy,within an hour,100%,99%,138.0
27354,48859344,Julia,within an hour,100%,,1.0
27355,184713473,Winnie,within an hour,100%,100%,17.0
27356,107434423,Blueground,within an hour,100%,97%,5803.0
27357,20623313,Rj,within an hour,100%,92%,4.0
27358,222263486,Mo,within an hour,100%,96%,3.0
27359,24844581,Zoya,within a day,100%,,1.0
27360,390414536,Paulo,a few days or more,44%,47%,99.0
